,0,Membership_No,Address,Contact_Nos,E_mail,Web,Year_Of_Joining,Memb_No_Year_Stripped,Member_City,lattitude_longitude,lattitude,longitude,country_code
316,"Membership No : 214/2004  Genetic Limited  Details  Road # 49, House # 19, Gulshan-2, Dhaka. Phone: 88-02-9892825,8833832,8834114 Fax: 88-02-8825941  E-mail: info@geneticlimited.com",214/2004,"214/2004  Genetic Limited  Details  Road # 49, House # 19, Gulshan-2, Dhaka.","88-02-9892825,8833832,8834114 Fax: 88-02-8825941 ",,,2004.0,214.0,Dhaka,"(23.7926568, 90.4106747)",23.7926568,90.4106747,bd
332,"Membership No : 215/2005  Grand Properties Ltd.  Details  House # 13, Road # 4, Block # E, Banani DOHS, Dhaka-1206 Phone: 88-02-9833088,9833089,9833133 Fax: 88-02-9833087  E-mail: sales@grandpropertiesltd.com Web: http://www.grandpropertiesltd.com",215/2005,"215/2005  Grand Properties Ltd.  Details  House # 13, Road # 4, Block # E, Banani DOHS, Dhaka-1206","88-02-9833088,9833089,9833133 Fax: 88-02-9833087 ",sales@grandpropertiesltd.com ,http://www.grandpropertiesltd.com,2005.0,215.0,Dhaka,"(23.7931378, 90.401473)",23.7931378,90.401473,bd
104,"Membership No : 217/2005  Assort Housing & Engineering Ltd.  Details  Assort Ark, House # 12, Level # 1&2 Road # 04, Block # F, Banani, Dhaka-1213  Phone: 01711-535262,01732679682,01713175995,01714-170031,88-02-98863298837639,9858791,9894471 Fax: 880-2-9840140  E-mail: assorthousing@gmail.com Web: http://www.assorthousing.com",217/2005,"217/2005  Assort Housing & Engineering Ltd.  Details  Assort Ark, House # 12, Level # 1&2 Road # 04, Block # F, Banani, Dhaka-1213 ","01711-535262,01732679682,01713175995,01714-170031,88-02-98863298837639,9858791,9894471 Fax: 880-2-9840140 ",assorthousing@gmail.com ,http://www.assorthousing.com,2005.0,217.0,Dhaka,"(None, None)",23.7936784,90.40536639999999,bd
720,"Membership No : 219/2005  Shajan Housing Limited  Details  Shajan Tower-1 (1st Floor), 4 Segunbagicha, Dhaka-1000 Phone: 880-2-9553537,9556807,01733404800 Fax: 88-02-9553546  E-mail: nabashajan@gmail.com,sel@bangla.net",219/2005,"219/2005  Shajan Housing Limited  Details  Shajan Tower-1 (1st Floor), 4 Segunbagicha, Dhaka-1000","880-2-9553537,9556807,01733404800 Fax: 88-02-9553546 ",,,2005.0,219.0,Dhaka,"(23.7319506, 90.40660679999999)",23.7319506,90.40660679999999,bd
226,"Membership No : 220/2005  Debonair Properties Ltd.  Details  House # 214/A, Road # 07, Khilgaon Tilpapara, Dhaka-1229 Phone: 8801712926466,01308341921 Fax: 880-2-8918385  E-mail: dpl@bijoy.net",220/2005,"220/2005  Debonair Properties Ltd.  Details  House # 214/A, Road # 07, Khilgaon Tilpapara, Dhaka-1229","8801712926466,01308341921 Fax: 880-2-8918385 ",,,2005.0,220.0,Dhaka,"(None, None)",23.7470735,90.4284263,bd
576,"Membership No : 223/2005  Orchard Developers & Construction Ltd.  Details  71, Nayapaltan (VIP) Road, Motijheel, Dhaka-1000 Phone: 880-2-8318901-10,8315342,8312228 Fax: 880-2-8315342  E-mail: info@odc.com.bd,gulfbd@dhaka.net Web: http://www.odc.com.bd",223/2005,"223/2005  Orchard Developers & Construction Ltd.  Details  71, Nayapaltan (VIP) Road, Motijheel, Dhaka-1000","880-2-8318901-10,8315342,8312228 Fax: 880-2-8315342 ","info@odc.com.bd,gulfbd@dhaka.net ",http://www.odc.com.bd,2005.0,223.0,Dhaka,"(None, None)",23.684994,90.356331,bd
701,"Membership No : 224/2005  Sanmar Properties Ltd.  Details  997 CDA Avenue, East Nasirabad Chittagong Phone: 031-2553401-10 Fax: 031-2553411  E-mail: saleembs@mysanmar.com Web: http://www.mysanmar.com",224/2005,"224/2005  Sanmar Properties Ltd.  Details  997 CDA Avenue, East Nasirabad Chittagong",031-2553401-10 Fax: 031-2553411 ,saleembs@mysanmar.com ,http://www.mysanmar.com,2005.0,224.0,Chittagong,"(22.3621717, 91.821646)",22.3621717,91.821646,bd
730,"Membership No : 226/2005  Sharif Housing Company Limited  Details  Sharif Plaza, Road # 15 (New) 33 (Old) House # 15/C (New), Dhanmondi R/A, Dhaka-1209  Phone: 88-02-9124582,8125531 E-mail: sharifml@bdmail.net",226/2005,"226/2005  Sharif Housing Company Limited  Details  Sharif Plaza, Road # 15 (New) 33 (Old) House # 15/C (New), Dhanmondi R/A, Dhaka-1209 ","88-02-9124582,8125531",,,2005.0,226.0,Dhaka,"(30.1629467, 71.5038431)",23.7431778,90.3811559,bd
511,"Membership No : 228/2005  Moon Bangladesh Ltd.  Details  1/5 Mizan Tower, Kallayanpur, Mirpur Road, Dhaka-1207 Phone: 880-2-9014294,9011462,9009153,8061756,8061738 Fax: 880-2-8017081  E-mail: sales@moongroupindsltd.com Web: http://www.moongroupindsltd.com",228/2005,"228/2005  Moon Bangladesh Ltd.  Details  1/5 Mizan Tower, Kallayanpur, Mirpur Road, Dhaka-1207","880-2-9014294,9011462,9009153,8061756,8061738 Fax: 880-2-8017081 ",sales@moongroupindsltd.com ,http://www.moongroupindsltd.com,2005.0,228.0,Dhaka,"(23.7780622, 90.36148589999999)",23.7780622,90.36148589999999,bd
402,"Membership No : 230/2005  Intex Builders Limited  Details  INTEX Builders Ltd. Taj(2nd Floor),House No - 04, Road No - 07,Block- C,Niketon,Gulshan,Dhaka- 1212. Phone: 88-02-9890365,88-02-9890369 Fax: 88-02-9890312  E-mail: info@intexbd.com Web: http://www.intexbd.com",230/2005,"230/2005  Intex Builders Limited  Details  INTEX Builders Ltd. Taj(2nd Floor),House No - 04, Road No - 07,Block- C,Niketon,Gulshan,Dhaka- 1212.","88-02-9890365,88-02-9890369 Fax: 88-02-9890312 ",info@intexbd.com ,http://www.intexbd.com,2005.0,230.0,Dhaka,"(23.7727633, 90.41373460000001)",23.7727633,90.41373460000001,bd
492,"Membership No : 231/2005  MG Properties Limited  Details  57, Joar Sahara C/A, Nikunja-2, (Airport Road) Dhaka-1229 Phone: 880-2-8952704 Fax: 880-2-8959254  E-mail: mgpl@mohammadgroup.com Web: http://www.mohammadgroup.com",231/2005,"231/2005  MG Properties Limited  Details  57, Joar Sahara C/A, Nikunja-2, (Airport Road) Dhaka-1229",880-2-8952704 Fax: 880-2-8959254 ,mgpl@mohammadgroup.com ,http://www.mohammadgroup.com,2005.0,231.0,Dhaka,"(23.8318836, 90.4178201)",23.8318836,90.4178201,bd
172,"Membership No : 232/2005  CapitaLand Development Ltd.  Details  Capita House 11, Plot # 03, Road # 27, Block # J, Banani, Dhaka-1213  Phone: 88-02-55033904,55034033,55034052,01713028215, Fax: 88-02-55034055  E-mail: info@capitagroupbd.com Web: http://www.capitagroupbd.com",232/2005,"232/2005  CapitaLand Development Ltd.  Details  Capita House 11, Plot # 03, Road # 27, Block # J, Banani, Dhaka-1213 ","88-02-55033904,55034033,55034052,01713028215, Fax: 88-02-55034055 ",info@capitagroupbd.com ,http://www.capitagroupbd.com,2005.0,232.0,Dhaka,"(23.7976824, 90.4070252)",23.7976824,90.4070252,bd
439,"Membership No : 233/2005  Lab Aid Properties Limited  Details  House # 01, Road # 4, Dhanmondi R/A Dhaka-1205  Phone: 880-2-8629798,88-02-58610793-8 Fax: 880-2-9615497  E-mail: info@labaidgroup.com,amshamim@labaidgroup.com Web: http://www.labaidgroup.com",233/2005,"233/2005  Lab Aid Properties Limited  Details  House # 01, Road # 4, Dhanmondi R/A Dhaka-1205 ","880-2-8629798,88-02-58610793-8 Fax: 880-2-9615497 ","info@labaidgroup.com,amshamim@labaidgroup.com ",http://www.labaidgroup.com,2005.0,233.0,Dhaka,"(None, None)",23.7431778,90.3811559,bd
470,"Membership No : 235/2005  Manama Developments Limited  Details  House No-108, Road -12, Block-E, Level-05, Banani, Dhaka-1213 Phone: 88-02-9133319,9112433,8114519 Fax: 880-2-9135412  E-mail: manama@manamadevelopments.com Web: http://www.manamadevelopments.com",235/2005,"235/2005  Manama Developments Limited  Details  House No-108, Road -12, Block-E, Level-05, Banani, Dhaka-1213","88-02-9133319,9112433,8114519 Fax: 880-2-9135412 ",manama@manamadevelopments.com ,http://www.manamadevelopments.com,2005.0,235.0,Dhaka,"(23.7912025, 90.4081564)",23.7912025,90.4081564,bd
685,"Membership No : 237/2005  S.D. Properties Ltd.  Details  House # 57A (2nd Floor), Road # 5, Banani (Old), DOHS, Dhaka Cantonment, Dhaka Phone: 880-2-8861850 Fax: 880-2-8849868  E-mail: sdprol@yahoo.com Web: http://www.sdpropertiesltd.com",237/2005,"237/2005  S.D. Properties Ltd.  Details  House # 57A (2nd Floor), Road # 5, Banani (Old), DOHS, Dhaka Cantonment, Dhaka",880-2-8861850 Fax: 880-2-8849868 ,sdprol@yahoo.com ,http://www.sdpropertiesltd.com,2005.0,237.0,Dhaka,"(None, None)",23.7932628,90.39897169999999,bd
387,"Membership No : 239/2005  Imperial Real Estate Limited  Details  The Imperial Iris Kingdom, Mo-3, Merul Badda (13th Floor), Hatirjheel, Gulshan, Dhaka-1212 Phone: 880-2-9568192 Fax: 880-2-9566124  E-mail: info@irelbd.com Web: http://wwwirelbd.com",239/2005,"239/2005  Imperial Real Estate Limited  Details  The Imperial Iris Kingdom, Mo-3, Merul Badda (13th Floor), Hatirjheel, Gulshan, Dhaka-1212",880-2-9568192 Fax: 880-2-9566124 ,info@irelbd.com ,http://wwwirelbd.com,2005.0,239.0,Dhaka,"(23.7714078, 90.4220464)",23.7954847,90.4181289,bd
683,"Membership No : 240/2005  S.A. Khaleque Property Development Limited  Details  Ka, 259, Baghbari, Mirpur, Dhaka-1216 Phone: 880-2-8060571 Fax: 880-2-9014333  E-mail: kpdl@dhaka.net",240/2005,"240/2005  S.A. Khaleque Property Development Limited  Details  Ka, 259, Baghbari, Mirpur, Dhaka-1216",880-2-8060571 Fax: 880-2-9014333 ,,,2005.0,240.0,Dhaka,"(23.7834841, 90.3444087)",23.7834841,90.3444087,bd
45,"Membership No : 243/2005  Alien Properties Ltd.  Details  Navana Siddik Sorento House No- 290, Road No- 8/A, Flat No-F-4, West Dhanmondi, Dhaka-1209 Phone: 88-02-9113752,88-02-8114671,88-02-9144895,9143983,9146202 Fax: 880-2-9146203  E-mail: info@alienpropertiesbd.com Web: http://www.alienpropertiesbd.com",243/2005,"243/2005  Alien Properties Ltd.  Details  Navana Siddik Sorento House No- 290, Road No- 8/A, Flat No-F-4, West Dhanmondi, Dhaka-1209","88-02-9113752,88-02-8114671,88-02-9144895,9143983,9146202 Fax: 880-2-9146203 ",info@alienpropertiesbd.com ,http://www.alienpropertiesbd.com,2005.0,243.0,Dhaka,"(23.7525863, 90.3729804)",23.751216,90.37356539999999,bd
748,"Membership No : 248/2005  Silicon Development Ltd.  Details  Road # 4, House # 349 Baitul Aman Housing Society Adabor, Shamoly, Dhaka-1207  Phone: 9125932,9112289,9141099,8002266,0181921314801794708955,01811454421,01811454422 Fax: 8126757  E-mail: silcongroupbd@gmail.com Web: http://www.silcongroup-bd.com",248/2005,"248/2005  Silicon Development Ltd.  Details  Road # 4, House # 349 Baitul Aman Housing Society Adabor, Shamoly, Dhaka-1207 ","9125932,9112289,9141099,8002266,0181921314801794708955,01811454421,01811454422 Fax: 8126757 ",silcongroupbd@gmail.com ,http://www.silcongroup-bd.com,2005.0,248.0,Dhaka,"(None, None)",23.7703299,90.3659239,bd
154,"Membership No : 250/2005  Biswas Builders Limited  Details  44/1 Rahim Square, New Market Dhaka-1205  Phone: 880-2-9671320,9667868,9664542,9665907, Fax: 88-02-9660354  E-mail: info@bblbd.com Web: http://www.bblbd.net",250/2005,"250/2005  Biswas Builders Limited  Details  44/1 Rahim Square, New Market Dhaka-1205 ","880-2-9671320,9667868,9664542,9665907, Fax: 88-02-9660354 ",info@bblbd.com ,http://www.bblbd.net,2005.0,250.0,Dhaka,"(23.8667926, 90.3945301)",23.7331937,90.3837664,bd
626,"Membership No : 252/2005  R.P. Construction (Pvt.) Ltd.  Details  Navana Pristine Pavilion, 14th Floor,Plot-128, Block-CEN(H), Gulshan Avenue, Dhaka-1212 Phone: 88-02-58152757,8128580 Fax: 880-2-9122029  E-mail: rpcpltd@gmail.com,rpcpl@yahoo.com Web: http://www.rpcpltd.com",252/2005,"252/2005  R.P. Construction (Pvt.) Ltd.  Details  Navana Pristine Pavilion, 14th Floor,Plot-128, Block-CEN(H), Gulshan Avenue, Dhaka-1212","88-02-58152757,8128580 Fax: 880-2-9122029 ","rpcpltd@gmail.com,rpcpl@yahoo.com ",http://www.rpcpltd.com,2005.0,252.0,Dhaka,"(23.7551752, 90.3705183)",23.7551752,90.3705183,bd
847,"Membership No : 255/2005  Vertex Builders Limited  Details  House # 387 (1st Floor), Road # 29 DOHS, Mohakhali, Dahaka-1206 Fax: 880-2-8837207  E-mail: vertexbuilders007@gmail.com Web: http://www.vertexdevelopersbd.com",255/2005,"Membership No : 1414/2014  Venture Engineers & Builders Ltd.  Details  1397/3, Bagmoniram Road, Kotwali, Chittagong. Phone: 031-2869060,01733399992",,vertexbuilders007@gmail.com ,http://www.vertexdevelopersbd.com,2005.0,255.0,Dhaka,"(None, None)",23.684994,90.356331,bd
385,"Membership No : 258/2005  Imperial Consultants and Development Ltd.  Details  Suite # 13/A, Ataturk Tower, 22, Kemal Ataturk Avenue, Banani C/A, Dhaka-1213  Phone: 88-02-9881828,9820542-4,9820479-80 Fax: 880-2-8835193  E-mail: imperial136@gmail.com,info@imp-bd.com Web: http://www.imp-bd.com",258/2005,"258/2005  Imperial Consultants and Development Ltd.  Details  Suite # 13/A, Ataturk Tower, 22, Kemal Ataturk Avenue, Banani C/A, Dhaka-1213 ","88-02-9881828,9820542-4,9820479-80 Fax: 880-2-8835193 ","imperial136@gmail.com,info@imp-bd.com ",http://www.imp-bd.com,2005.0,258.0,Dhaka,"(None, None)",23.7936287,90.40876759999999,bd
183,"Membership No : 259/2005  Chaya Developer Limited  Details  Gulshan Pink City, Suite # 04, (5th Floor)Road # 103, Plot # 15, Block # CEN(C)Gulshan Avenue, Dhaka-1212  Phone: 880-2-8815081,8881518 Fax: 880-2-8815081  E-mail: chaya.developer@yahoo.com,jafar.mohammad53@yahoo.com",259/2005,"259/2005  Chaya Developer Limited  Details  Gulshan Pink City, Suite # 04, (5th Floor)Road # 103, Plot # 15, Block # CEN(C)Gulshan Avenue, Dhaka-1212 ","880-2-8815081,8881518 Fax: 880-2-8815081 ",,,2005.0,259.0,Dhaka,"(23.7923181, 90.41580839999999)",23.7923181,90.41580839999999,bd
330,"Membership No : 261/2005  Good Luck Real Estates Limited  Details  Shahnewaz Bhaban (1st floor), 9/C, Motijheel C/A, Dhaka -1000. Phone: 88-02-9558737 Fax: 88-02-9569642  E-mail: sbl@bdmail.net Web: http://www.sblbd.net",261/2005,"261/2005  Good Luck Real Estates Limited  Details  Shahnewaz Bhaban (1st floor), 9/C, Motijheel C/A, Dhaka -1000.",88-02-9558737 Fax: 88-02-9569642 ,sbl@bdmail.net ,http://www.sblbd.net,2005.0,261.0,Dhaka,"(23.7229875, 90.42141389999999)",23.7229875,90.42141389999999,bd
262,"Membership No : 262/2005  Earth Holdings (Pvt.) Ltd.  Details  Earth Holdings (pvt.) Ltd, Living Space Complex, Flat No - E1/B, House No-08, Road No-13, Dhanmondi, Dhaka-1207. Phone: 88-02-9122630,9122631 Fax: 880-2-8141111  E-mail: ehplltd@gmail.com Web: http://www.earthholdings2003bd.com",262/2005,"262/2005  Earth Holdings (Pvt.) Ltd.  Details  Earth Holdings (pvt.) Ltd, Living Space Complex, Flat No - E1/B, House No-08, Road No-13, Dhanmondi, Dhaka-1207.","88-02-9122630,9122631 Fax: 880-2-8141111 ",ehplltd@gmail.com ,http://www.earthholdings2003bd.com,2005.0,262.0,Dhaka,"(23.7534079, 90.37580009999999)",23.7534079,90.37580009999999,bd
731,"Membership No : 263/2005  Shatabdi Housing Limited  Details  Shatabdi Lake Nibash Hoding- Kha-1/3, Mosjid Road, Shahjadpur,Gulshan-2, Dhaka-1212 Phone: 01711534449 E-mail: shatabdihl@gmail.com",263/2005,"263/2005  Shatabdi Housing Limited  Details  Shatabdi Lake Nibash Hoding- Kha-1/3, Mosjid Road, Shahjadpur,Gulshan-2, Dhaka-1212",01711534449,,,2005.0,263.0,Dhaka,"(23.7950722, 90.4002538)",23.7950722,90.4002538,bd
489,"Membership No : 264/2005  Mens Builders Limited  Details  “Parbota” 202/1 Senpara Parbota, Mirpur-10, Dhaka-1216 Phone: 01819557722,01874398716 Fax: 88-02-9143700  E-mail: masud_monowar@yahoo.com,memory_bin@hotmail.com Web: http://www.mensbuildersltd.com",264/2005,"264/2005  Mens Builders Limited  Details  “Parbota” 202/1 Senpara Parbota, Mirpur-10, Dhaka-1216","01819557722,01874398716 Fax: 88-02-9143700 ","masud_monowar@yahoo.com,memory_bin@hotmail.com ",http://www.mensbuildersltd.com,2005.0,264.0,Dhaka,"(23.8020691, 90.3738968)",23.8020691,90.3738968,bd
689,"Membership No : 265/2005  SAF Holdings Limited  Details  SAF Arcadia(3rd Floor) 924, 2 No.Gate,Chattogram. Phone: 031-2855155 Fax: 880-2-2855155-106  E-mail: safholdings@yahoo.com",265/2005,"265/2005  SAF Holdings Limited  Details  SAF Arcadia(3rd Floor) 924, 2 No.Gate,Chattogram.",031-2855155 Fax: 880-2-2855155-106 ,,,2005.0,265.0,Chittagong,"(22.3558158, 91.8372756)",22.3663924,91.822958,bd
758,"Membership No : 267/2005  Skytouch Apartments Limited  Details  Skytouch Apartments Limited G-4, House # 2, Road # 17, Block # C, Banani, Dhaka-1213  Phone: 88-02-9822262,9820946,9887560 Fax: 880-2-58811026  E-mail: skytouch@agni.com Web: http://www.skytouchapartment.com",267/2005,"267/2005  Skytouch Apartments Limited  Details  Skytouch Apartments Limited G-4, House # 2, Road # 17, Block # C, Banani, Dhaka-1213 ","88-02-9822262,9820946,9887560 Fax: 880-2-58811026 ",skytouch@agni.com ,http://www.skytouchapartment.com,2005.0,267.0,Dhaka,"(23.7901486, 90.4019311)",23.7901486,90.4019311,bd
749,"Membership No : 268/2005  Silicon Housing Ltd.  Details  Silicon Housing Ltd. House # 74, Road # 11/A Dhanmondi R/A, Dhaka-1209  Phone: 880-2-9126264 Fax: 880-2-81421508  E-mail: sawa@citechco.net",268/2005,"268/2005  Silicon Housing Ltd.  Details  Silicon Housing Ltd. House # 74, Road # 11/A Dhanmondi R/A, Dhaka-1209 ",880-2-9126264 Fax: 880-2-81421508 ,,,2005.0,268.0,Dhaka,"(None, None)",23.7525863,90.3729804,bd
170,"Membership No : 269/2005  CA Property Development Ltd.  Details  81/A, S.S. Khaled Road, Chittagong  Phone: 88-031-2854442-3,2851443 Fax: 880-31-2851446  E-mail: ceo@cpdl.com.bd Web: http://www.cpdl.com.bd",269/2005,"269/2005  CA Property Development Ltd.  Details  81/A, S.S. Khaled Road, Chittagong ","88-031-2854442-3,2851443 Fax: 880-31-2851446 ",ceo@cpdl.com.bd ,http://www.cpdl.com.bd,2005.0,269.0,Chittagong,"(22.3485983, 91.8318524)",22.3485983,91.8318524,bd
120,"Membership No : 270/2005  Badhon Builders Ltd.  Details  House # 71, Road # 07, Sector # 04, Uttara R/A, Dhaka-1230  Phone: 880-2-8952844,8954152,8959172 Fax: 880-2-8959172  E-mail: badhon@bijoy.net",270/2005,"270/2005  Badhon Builders Ltd.  Details  House # 71, Road # 07, Sector # 04, Uttara R/A, Dhaka-1230 ","880-2-8952844,8954152,8959172 Fax: 880-2-8959172 ",,,2005.0,270.0,Dhaka,"(None, None)",23.8697964,90.4219444,bd
13,"Membership No : 271/2005  Abed Holdings Ltd.  Details  Baitul Khair (12th Floor), 48/A-B, Purana Paltan, Dhaka-1000  Phone: 880-2-9565676,9569890,9575703,7160100, Fax: 880-2-9569678  E-mail: mbaassociatesdhaka@yahoo.co.uk Web: http://www.abedholdings.com",271/2005,"271/2005  Abed Holdings Ltd.  Details  Baitul Khair (12th Floor), 48/A-B, Purana Paltan, Dhaka-1000 ","880-2-9565676,9569890,9575703,7160100, Fax: 880-2-9569678 ",mbaassociatesdhaka@yahoo.co.uk ,http://www.abedholdings.com,2005.0,271.0,Dhaka,"(23.7315238, 90.4113215)",23.7312391,90.4120466,bd
50,"Membership No : 272/2005  Alliance Properties Limited  Details  The Alliance Building (11th Floor), 63/ka, Pragati Sarani, Baridhara, Dhaka- 1212  Phone: +88 02 55048358-60 Fax: +88 02 55048361  E-mail: sales@allianceproperties.com.bd Web: http://www.allianceproperties.com.bd",272/2005,"272/2005  Alliance Properties Limited  Details  The Alliance Building (11th Floor), 63/ka, Pragati Sarani, Baridhara, Dhaka- 1212 ",+88 02 55048358-60 Fax: +88 02 55048361 ,sales@allianceproperties.com.bd ,http://www.allianceproperties.com.bd,2005.0,272.0,Dhaka,"(23.7919175, 90.4244918)",23.791058,90.4245897,bd
391,"Membership No : 274/2005  Index Development Limited  Details  House # CEN (B)20, Road # 99, Gulshan-2, Dhaka-1212  Phone: 88-02-9891990,9887611 Fax: 880-2-8837468  E-mail: info@index-bd.com Web: http://www.index-bd.com",274/2005,"274/2005  Index Development Limited  Details  House # CEN (B)20, Road # 99, Gulshan-2, Dhaka-1212 ","88-02-9891990,9887611 Fax: 880-2-8837468 ",info@index-bd.com ,http://www.index-bd.com,2005.0,274.0,Dhaka,"(None, None)",23.7947536,90.41430849999999,bd
490,"Membership No : 282/2006  Metro Homes Limited  Details  House # 1, Road # 31 (old), 12 (new), Mirpur Road, Dhanmondi, Dhaka-1209  Phone: 88-02-8124093,8142706,9120496 Fax: 880-2-9128733  E-mail: info@metrohomesbd.com,metrohomesbd@hotmail.com Web: http://www.metrohomesbd.com",282/2006,"282/2006  Metro Homes Limited  Details  House # 1, Road # 31 (old), 12 (new), Mirpur Road, Dhanmondi, Dhaka-1209 ","88-02-8124093,8142706,9120496 Fax: 880-2-9128733 ","info@metrohomesbd.com,metrohomesbd@hotmail.com ",http://www.metrohomesbd.com,2006.0,282.0,Dhaka,"(None, None)",23.7532718,90.3769685,bd
745,"Membership No : 284/2006  Sierra Properties (Pvt.) Ltd.  Details  House # 61, Shah Makhdum Avenue Sector # 12, Uttara, Dhaka-1230  Phone: 880-2-8962867 Fax: 880-2-8955192  E-mail: sierra@aitlbd.net Web: http://www.sierra.bd.com",284/2006,"284/2006  Sierra Properties (Pvt.) Ltd.  Details  House # 61, Shah Makhdum Avenue Sector # 12, Uttara, Dhaka-1230 ",880-2-8962867 Fax: 880-2-8955192 ,sierra@aitlbd.net ,http://www.sierra.bd.com,2006.0,284.0,Dhaka,"(None, None)",23.8710159,90.3839041,bd
552,"Membership No : 288/2006  Nirapad Real Estate & Development Ltd.  Details  House # 09, Road # 09, Sector # 09, Uttara, Dhaka-1230, Bangladesh.  Phone: +88-02-58953627,+88-02-8963368,+8801678 029370,+8801678 029290, Fax: +88-02-48957728  E-mail: nirapad_realestate@hotmail.com Web: http://www.nirapad.com",288/2006,"288/2006  Nirapad Real Estate & Development Ltd.  Details  House # 09, Road # 09, Sector # 09, Uttara, Dhaka-1230, Bangladesh. ","+88-02-58953627,+88-02-8963368,+8801678 029370,+8801678 029290, Fax: +88-02-48957728 ",nirapad_realestate@hotmail.com ,http://www.nirapad.com,2006.0,288.0,Dhaka,"(23.8784179, 90.3984926)",23.8784179,90.3984926,bd
723,"Membership No : 290/2006  Shanta Holdings Limited  Details  Shanta Western Tower, Level # 10, 186 Bir Uttam Mir Showkat Sarak, Tejgaon, Dhaka-1208  Phone: 880-2-8824213,880-2-8878759-68 Fax: 880-2-9882605  E-mail: info@shantaholdings.com Web: http://www.shantaholdings.com",290/2006,"290/2006  Shanta Holdings Limited  Details  Shanta Western Tower, Level # 10, 186 Bir Uttam Mir Showkat Sarak, Tejgaon, Dhaka-1208 ","880-2-8824213,880-2-8878759-68 Fax: 880-2-9882605 ",info@shantaholdings.com ,http://www.shantaholdings.com,2006.0,290.0,Dhaka,"(23.7702451, 90.4062802)",23.7702451,90.4062802,bd
41,"Membership No : 292/2006  Al-Amin Development Ltd.  Details  55 Shahid Tajuddin Ahmed Sharani Mohakhali,Gulshan, Dhaka-1212  Phone: 880-2-9898372,7742825,7743599,7743600, Fax: 880-2-8812972  E-mail: md@pacificbulujeans.com Web: http://www.almuslimgroupbd.com",292/2006,"292/2006  Al-Amin Development Ltd.  Details  55 Shahid Tajuddin Ahmed Sharani Mohakhali,Gulshan, Dhaka-1212 ","880-2-9898372,7742825,7743599,7743600, Fax: 880-2-8812972 ",md@pacificbulujeans.com ,http://www.almuslimgroupbd.com,2006.0,292.0,Dhaka,"(23.7754616, 90.3984933)",23.7754616,90.3984933,bd
314,"Membership No : 293/2006  GBB Properties Ltd.  Details  House No# 07, (Momtaz Plaza, 4th Floor), Road # 4, Dhanmondi R/A, Dhaka.  Phone: 88-02-9674633 Fax: 88-02-8621292",293/2006,"293/2006  GBB Properties Ltd.  Details  House No# 07, (Momtaz Plaza, 4th Floor), Road # 4, Dhanmondi R/A, Dhaka. ",,,,2006.0,293.0,Dhaka,"(None, None)",23.7461495,90.3742307,bd
842,"Membership No : 295/2006  Urban Property Development Company (Pvt.) Ltd.  Details  Urban Properties ""Taslima Cotage"" Suite # 1/B, ka - 32, 4 B, Shajadpur, Gulshan, Progoti shoroni, (Near Suvastu Nazar Valli), Dhaka - 1212 Phone: 880-2-7166672 Fax: 880-2-7166673  E-mail: urbangroup@gmail.com Web: http://www.urbangroup-bd.com",295/2006,"295/2006  Urban Property Development Company (Pvt.) Ltd.  Details  Urban Properties ""Taslima Cotage"" Suite # 1/B, ka - 32, 4 B, Shajadpur, Gulshan, Progoti shoroni, (Near Suvastu Nazar Valli), Dhaka - 1212",880-2-7166672 Fax: 880-2-7166673 ,urbangroup@gmail.com ,http://www.urbangroup-bd.com,2006.0,295.0,Dhaka,"(23.7896939, 90.4246259)",23.7896939,90.4246259,bd
243,"Membership No : 297/2006  Dishari Real Estate & Development Company Ltd.  Details  92/2, Senrapa Parbata (1st Floor) Mirpur-10, Dhaka-1216  Phone: 880-2-9011160,88-02-8034490,9004159,9004199, Fax: 88-02-9011160",297/2006,"297/2006  Dishari Real Estate & Development Company Ltd.  Details  92/2, Senrapa Parbata (1st Floor) Mirpur-10, Dhaka-1216 ",,,,2006.0,297.0,Dhaka,"(None, None)",23.684994,90.356331,bd
845,"Membership No : 299/2006  Ventura Properties Ltd.  Details  CWN(C)-8/B, Gulshan Avenue (bir Uttam Mir Shawkat Sharak Gulshan Avenue, Dhaka-1212)  Phone: 880-2-8816235 Fax: 880-2-9862863  E-mail: info@venturabd.com Web: http://www.venturabd.com",299/2006,"299/2006  Ventura Properties Ltd.  Details  CWN(C)-8/B, Gulshan Avenue (bir Uttam Mir Shawkat Sharak Gulshan Avenue, Dhaka-1212) ",880-2-8816235 Fax: 880-2-9862863 ,info@venturabd.com ,http://www.venturabd.com,2006.0,299.0,Dhaka,"(23.787897, 90.4163311)",23.787897,90.4163311,bd
475,"Membership No : 300/2006  Marz Engineers & Builders Ltd.  Details  House # 47, Road # 17, Banani R/A Dhaka-1213  Phone: 88-02-9820983,58813898,01915448535 Fax: 88-02-9898883  E-mail: marz@bdmail.net,marzbd@yahoo.com Web: http://www.marzbd.com",300/2006,"300/2006  Marz Engineers & Builders Ltd.  Details  House # 47, Road # 17, Banani R/A Dhaka-1213 ","88-02-9820983,58813898,01915448535 Fax: 88-02-9898883 ","marz@bdmail.net,marzbd@yahoo.com ",http://www.marzbd.com,2006.0,300.0,Dhaka,"(None, None)",23.7914337,90.4033147,bd
